TransactionID,CustomerID,CustomerGender,CustomerName,CustomerCity,CustomerState,CustomerCountry,CustomerContinent,CustomerDOB
10010044,906967,Male,Bradley Greenwood,CUCKNEY,Bolsover,United Kingdom,Europe,1997-03-30
10010051,1028704,Female,Katie Barnett,RHANDIRMWYN,Carmarthenshire,United Kingdom,Europe,1943-11-21
10010061,389532,Male,William Garcia,Leamington,Ontario,Canada,North America,1992-05-03
10010062,389532,Male,William Garcia,Leamington,Ontario,Canada,North America,1992-05-03
10010063,389532,Male,William Garcia,Leamington,Ontario,Canada,North America,1992-05-03
10010071,1107432,Female,Samantha Hooper,CROMWELL,Newark and Sherwood,United Kingdom,Europe,1946-01-25
10010072,1107432,Female,Samantha Hooper,CROMWELL,Newark and Sherwood,United Kingdom,Europe,1946-01-25
10010073,1107432,Female,Samantha Hooper,CROMWELL,Newark and Sherwood,United Kingdom,Europe,1946-01-25
10010074,1107432,Female,Samantha Hooper,CROMWELL,Newark and Sherwood,United Kingdom,Europe,1946-01-25
10010091,871241,Female,Gerardina Munsters,Maasbommel,Gelderland,Netherlands,Europe,1937-02-19
10010092,871241,Female,Gerardina Munsters,Maasbommel,Gelderland,Netherlands,Europe,1937-02-19
10010093,871241,Female,Gerardina Munsters,Maasbommel,Gelderland,Netherlands,Europe,1937-02-19
10010094,871241,Female,Gerardina Munsters,Maasbommel,Gelderland,Netherlands,Europe,1937-02-19
10010101,1202659,Female,Judith James,White Plains,New York,United States,North America,1982-07-14
10010102,1202659,Female,Judith James,White Plains,New York,United States,North America,1982-07-14
10010111,247032,Male,Jason Welch,Francois Lake,British Columbia,Canada,North America,1967-12-19
10010121,1845648,Male,Carlos Baldwin,South China,Maine,United States,North America,1950-12-31
10010131,1682354,Female,Edna Castelli,Wakarusa,Indiana,United States,North America,1969-08-21
10010132,1682354,Female,Edna Castelli,Wakarusa,Indiana,United States,North America,1969-08-21
10010133,1682354,Female,Edna Castelli,Wakarusa,Indiana,United States,North America,1969-08-21
10010134,1682354,Female,Edna Castelli,Wakarusa,Indiana,United States,North America,1969-08-21
10010135,1682354,Female,Edna Castelli,Wakarusa,Indiana,United States,North America,1969-08-21
10010136,1682354,Female,Edna Castelli,Wakarusa,Indiana,United States,North America,1969-08-21
10020001,836443,Female,Darcy van den Eertwegh,Venlo,Limburg,Netherlands,Europe,1973-08-02
10020011,1928466,Male,Dennis Weissmuller,Philadelphia,Pennsylvania,United States,North America,1957-09-21
10020012,1928466,Male,Dennis Weissmuller,Philadelphia,Pennsylvania,United States,North America,1957-09-21
10020013,1928466,Male,Dennis Weissmuller,Philadelphia,Pennsylvania,United States,North America,1957-09-21
10020014,1928466,Male,Dennis Weissmuller,Philadelphia,Pennsylvania,United States,North America,1957-09-21
10020015,1928466,Male,Dennis Weissmuller,Philadelphia,Pennsylvania,United States,North America,1957-09-21
10020016,1928466,Male,Dennis Weissmuller,Philadelphia,Pennsylvania,United States,North America,1957-09-21
10020017,1928466,Male,Dennis Weissmuller,Philadelphia,Pennsylvania,United States,North America,1957-09-21
10020021,1997765,Female,Sinikka Silvan,Bridgeport,New Jersey,United States,North America,1985-01-30
10020031,1691296,Female,Rose Pendergast,Sunapee,New Hampshire,United States,North America,1981-12-19
10020032,1691296,Female,Rose Pendergast,Sunapee,New Hampshire,United States,North America,1981-12-19
10020033,1691296,Female,Rose Pendergast,Sunapee,New Hampshire,United States,North America,1981-12-19
10020041,209171,Female,Rosalyn Edwards,Vernon,British Columbia,Canada,North America,1974-07-14
10020042,209171,Female,Rosalyn Edwards,Vernon,British Columbia,Canada,North America,1974-07-14
10020043,209171,Female,Rosalyn Edwards,Vernon,British Columbia,Canada,North America,1974-07-14
10020044,209171,Female,Rosalyn Edwards,Vernon,British Columbia,Canada,North America,1974-07-14
10020045,209171,Female,Rosalyn Edwards,Vernon,British Columbia,Canada,North America,1974-07-14
10020051,1541239,Female,Sandra Blum,Baton Rouge,Louisiana,United States,North America,1982-05-28
10020052,1541239,Female,Sandra Blum,Baton Rouge,Louisiana,United States,North America,1982-05-28
10020061,165032,Female,Anna Read,KWEDA,Western Australia,Australia,Australia,1997-07-18
10020081,1967380,Male,Mateus Pereira,Woodbury,Georgia,United States,North America,1991-11-20
10020082,1967380,Male,Mateus Pereira,Woodbury,Georgia,United States,North America,1991-11-20
10020083,1967380,Male,Mateus Pereira,Woodbury,Georgia,United States,North America,1991-11-20
10020091,1669971,Female,Amalia Ray,Branchburg,New Jersey,United States,North America,1986-08-17
10020092,1669971,Female,Amalia Ray,Branchburg,New Jersey,United States,North America,1986-08-17
10020101,1971514,Male,Edgar Gonzalez,Oklahoma City,Oklahoma,United States,North America,1953-07-20
10020102,1971514,Male,Edgar Gonzalez,Oklahoma City,Oklahoma,United States,North America,1953-07-20
10020103,1971514,Male,Edgar Gonzalez,Oklahoma City,Oklahoma,United States,North America,1953-07-20
10020111,1513646,Male,Darrell Osborne,Peoria,Illinois,United States,North America,2000-01-28
10020121,2073064,Female,Nora Jensen,Collinsville,Illinois,United States,North America,1970-11-13
10020122,2073064,Female,Nora Jensen,Collinsville,Illinois,United States,North America,1970-11-13
10020123,2073064,Female,Nora Jensen,Collinsville,Illinois,United States,North America,1970-11-13
10020124,2073064,Female,Nora Jensen,Collinsville,Illinois,United States,North America,1970-11-13
10020125,2073064,Female,Nora Jensen,Collinsville,Illinois,United States,North America,1970-11-13
10020126,2073064,Female,Nora Jensen,Collinsville,Illinois,United States,North America,1970-11-13
10020127,2073064,Female,Nora Jensen,Collinsville,Illinois,United States,North America,1970-11-13
10020131,1307638,Male,Lawrence Cole,Seattle,Washington,United States,North America,1971-06-20
10020141,1267970,Male,William Trask,Lexington,Kentucky,United States,North America,1969-03-31
10030001,1708493,Female,Dana Roberson,Livonia,Michigan,United States,North America,2001-12-10
10030002,1708493,Female,Dana Roberson,Livonia,Michigan,United States,North America,2001-12-10
10030003,1708493,Female,Dana Roberson,Livonia,Michigan,United States,North America,2001-12-10
10030004,1708493,Female,Dana Roberson,Livonia,Michigan,United States,North America,2001-12-10
10030011,1139356,Male,Charlie McCarthy,REDISHAM,Suffolk,United Kingdom,Europe,1968-09-15
10030021,478298,Female,Juliane Duerr,Griesbach,Freistaat Bayern,Germany,Europe,1945-07-14
10030022,478298,Female,Juliane Duerr,Griesbach,Freistaat Bayern,Germany,Europe,1945-07-14
10030031,517556,Female,Anna Osterhagen,Teistungen,Freistaat Thüringen,Germany,Europe,1995-06-26
10030032,517556,Female,Anna Osterhagen,Teistungen,Freistaat Thüringen,Germany,Europe,1995-06-26
10030041,1112418,Male,Jonathan Whitehouse,THORNSETT,Cheshire East,United Kingdom,Europe,1969-06-06
10030042,1112418,Male,Jonathan Whitehouse,THORNSETT,Cheshire East,United Kingdom,Europe,1969-06-06
10030043,1112418,Male,Jonathan Whitehouse,THORNSETT,Cheshire East,United Kingdom,Europe,1969-06-06
10030061,1622508,Female,Debra Parker,Phoenix,Arizona,United States,North America,1964-11-19
10030062,1622508,Female,Debra Parker,Phoenix,Arizona,United States,North America,1964-11-19
10030063,1622508,Female,Debra Parker,Phoenix,Arizona,United States,North America,1964-11-19
10030071,1091419,Male,Dominic Banks,KIRKLINTON,Carlisle,United Kingdom,Europe,1945-11-17
10030081,528376,Male,Jonas Meyer,Schermbeck,Nordrhein-Westfalen,Germany,Europe,1973-05-23
10030082,528376,Male,Jonas Meyer,Schermbeck,Nordrhein-Westfalen,Germany,Europe,1973-05-23
10030091,1691988,Male,Bruno Davis,Staten Island,New York,United States,North America,1997-08-04
10040001,494472,Female,Annett Muller,Rottach-Egern,Freistaat Bayern,Germany,Europe,1977-06-20
10040002,494472,Female,Annett Muller,Rottach-Egern,Freistaat Bayern,Germany,Europe,1977-06-20
10040003,494472,Female,Annett Muller,Rottach-Egern,Freistaat Bayern,Germany,Europe,1977-06-20
10040011,1948390,Female,Laura Sousa,Madison,Wisconsin,United States,North America,1997-02-28
10040012,1948390,Female,Laura Sousa,Madison,Wisconsin,United States,North America,1997-02-28
10040013,1948390,Female,Laura Sousa,Madison,Wisconsin,United States,North America,1997-02-28
10040014,1948390,Female,Laura Sousa,Madison,Wisconsin,United States,North America,1997-02-28
10040021,1533095,Female,Sherry Smith,Tampa,Florida,United States,North America,1936-07-22
10040031,1923233,Male,Ryan Almeida,Charlotte,North Carolina,United States,North America,2001-07-19
10040032,1923233,Male,Ryan Almeida,Charlotte,North Carolina,United States,North America,2001-07-19
10040033,1923233,Male,Ryan Almeida,Charlotte,North Carolina,United States,North America,2001-07-19
10040051,1052486,Female,Jade Dyer,ASTON,Rotherham,United Kingdom,Europe,1935-07-16
10040052,1052486,Female,Jade Dyer,ASTON,Rotherham,United Kingdom,Europe,1935-07-16
10040053,1052486,Female,Jade Dyer,ASTON,Rotherham,United Kingdom,Europe,1935-07-16
10040054,1052486,Female,Jade Dyer,ASTON,Rotherham,United Kingdom,Europe,1935-07-16
10040055,1052486,Female,Jade Dyer,ASTON,Rotherham,United Kingdom,Europe,1935-07-16
10040061,34081,Female,Imogen Permewan,FYANS CREEK,Victoria,Australia,Australia,1939-05-08
10040062,34081,Female,Imogen Permewan,FYANS CREEK,Victoria,Australia,Australia,1939-05-08
10040063,34081,Female,Imogen Permewan,FYANS CREEK,Victoria,Australia,Australia,1939-05-08
10040071,133928,Female,Stella Grimstone,INGEBIRAH,New South Wales,Australia,Australia,1936-02-09
10040091,32455,Female,Charlotte Crane,MOSQUITO CREEK,Queensland,Australia,Australia,1997-05-09
10040101,1209643,Male,Eric Sigala,Portland,Maine,United States,North America,1950-02-17
10040102,1209643,Male,Eric Sigala,Portland,Maine,United States,North America,1950-02-17
10040103,1209643,Male,Eric Sigala,Portland,Maine,United States,North America,1950-02-17
10040111,1752382,Male,Milton Davis,Bristol,New Hampshire,United States,North America,1963-02-11
10040112,1752382,Male,Milton Davis,Bristol,New Hampshire,United States,North America,1963-02-11
10040113,1752382,Male,Milton Davis,Bristol,New Hampshire,United States,North America,1963-02-11
10040121,1877046,Male,Michael Keefer,Englewood,Colorado,United States,North America,1964-06-30
10040131,1231860,Female,Candice Fisher,Camarillo,California,United States,North America,1964-10-01
10040132,1231860,Female,Candice Fisher,Camarillo,California,United States,North America,1964-10-01
10040133,1231860,Female,Candice Fisher,Camarillo,California,United States,North America,1964-10-01
10040134,1231860,Female,Candice Fisher,Camarillo,California,United States,North America,1964-10-01
10040135,1231860,Female,Candice Fisher,Camarillo,California,United States,North America,1964-10-01
10040141,2023185,Female,Ellie Kraus,Tacoma,Washington,United States,North America,1994-09-02
10040142,2023185,Female,Ellie Kraus,Tacoma,Washington,United States,North America,1994-09-02
10040181,2053447,Female,Karin Bach,Salt Lake City,Utah,United States,North America,1938-11-07
10040182,2053447,Female,Karin Bach,Salt Lake City,Utah,United States,North America,1938-11-07
10040183,2053447,Female,Karin Bach,Salt Lake City,Utah,United States,North America,1938-11-07
10050001,1487390,Male,Gerald Muller,Scurry,Texas,United States,North America,1938-07-24
10060001,1186331,Male,Tom Brookes,WARENTON,Northumberland,United Kingdom,Europe,1995-09-27
10060002,1186331,Male,Tom Brookes,WARENTON,Northumberland,United Kingdom,Europe,1995-09-27
10060003,1186331,Male,Tom Brookes,WARENTON,Northumberland,United Kingdom,Europe,1995-09-27
10060004,1186331,Male,Tom Brookes,WARENTON,Northumberland,United Kingdom,Europe,1995-09-27
10060005,1186331,Male,Tom Brookes,WARENTON,Northumberland,United Kingdom,Europe,1995-09-27
10060011,1507007,Female,Ella Roan,Los Angeles,California,United States,North America,1995-08-23
10060012,1507007,Female,Ella Roan,Los Angeles,California,United States,North America,1995-08-23
10060013,1507007,Female,Ella Roan,Los Angeles,California,United States,North America,1995-08-23
10060021,2082335,Male,Brigliador Morel,Palo Alto,California,United States,North America,1981-08-10
10060022,2082335,Male,Brigliador Morel,Palo Alto,California,United States,North America,1981-08-10
10060023,2082335,Male,Brigliador Morel,Palo Alto,California,United States,North America,1981-08-10
10060024,2082335,Male,Brigliador Morel,Palo Alto,California,United States,North America,1981-08-10
10060025,2082335,Male,Brigliador Morel,Palo Alto,California,United States,North America,1981-08-10
10060026,2082335,Male,Brigliador Morel,Palo Alto,California,United States,North America,1981-08-10
10060027,2082335,Male,Brigliador Morel,Palo Alto,California,United States,North America,1981-08-10
10060031,965207,Male,Joel Lowe,PLAS ISAF,Conwy,United Kingdom,Europe,1996-08-20
10060041,1396464,Male,Paul Gutierrez,South Bend,Indiana,United States,North America,1937-02-19
10060051,1139726,Male,Zachary Butcher,WALTON,Llandrindod Wells,United Kingdom,Europe,1980-01-05
10060052,1139726,Male,Zachary Butcher,WALTON,Llandrindod Wells,United Kingdom,Europe,1980-01-05
10060061,1304549,Male,Gene Ogle,Horatio,Arkansas,United States,North America,1972-05-19
10060062,1304549,Male,Gene Ogle,Horatio,Arkansas,United States,North America,1972-05-19
10060063,1304549,Male,Gene Ogle,Horatio,Arkansas,United States,North America,1972-05-19
10060064,1304549,Male,Gene Ogle,Horatio,Arkansas,United States,North America,1972-05-19
10060065,1304549,Male,Gene Ogle,Horatio,Arkansas,United States,North America,1972-05-19
10060071,1525000,Female,Esther Robison,Phoenix,Arizona,United States,North America,1998-10-31
10060072,1525000,Female,Esther Robison,Phoenix,Arizona,United States,North America,1998-10-31
10060073,1525000,Female,Esther Robison,Phoenix,Arizona,United States,North America,1998-10-31
10060074,1525000,Female,Esther Robison,Phoenix,Arizona,United States,North America,1998-10-31
10060075,1525000,Female,Esther Robison,Phoenix,Arizona,United States,North America,1998-10-31
10060076,1525000,Female,Esther Robison,Phoenix,Arizona,United States,North America,1998-10-31
10070001,1378815,Female,Cassie Cook,La Porte,Texas,United States,North America,1960-09-13
10070002,1378815,Female,Cassie Cook,La Porte,Texas,United States,North America,1960-09-13
10070003,1378815,Female,Cassie Cook,La Porte,Texas,United States,North America,1960-09-13
10070004,1378815,Female,Cassie Cook,La Porte,Texas,United States,North America,1960-09-13
10070021,1775445,Female,Janice Smith,Salinas,California,United States,North America,1961-08-23
10070022,1775445,Female,Janice Smith,Salinas,California,United States,North America,1961-08-23
10070023,1775445,Female,Janice Smith,Salinas,California,United States,North America,1961-08-23
10070024,1775445,Female,Janice Smith,Salinas,California,United States,North America,1961-08-23
10070025,1775445,Female,Janice Smith,Salinas,California,United States,North America,1961-08-23
10070026,1775445,Female,Janice Smith,Salinas,California,United States,North America,1961-08-23
10070027,1775445,Female,Janice Smith,Salinas,California,United States,North America,1961-08-23
10070031,1901852,Female,Ágatha Barbosa,New Haven,Connecticut,United States,North America,1939-11-30
10070032,1901852,Female,Ágatha Barbosa,New Haven,Connecticut,United States,North America,1939-11-30
10070033,1901852,Female,Ágatha Barbosa,New Haven,Connecticut,United States,North America,1939-11-30
10070034,1901852,Female,Ágatha Barbosa,New Haven,Connecticut,United States,North America,1939-11-30
10070041,1668545,Female,Narcisa Gibson,Garfield Heights,Ohio,United States,North America,1981-12-31
10070051,1960149,Female,Amber Rochefort,Los Angeles,California,United States,North America,1979-11-03
10070052,1960149,Female,Amber Rochefort,Los Angeles,California,United States,North America,1979-11-03
10070053,1960149,Female,Amber Rochefort,Los Angeles,California,United States,North America,1979-11-03
10070054,1960149,Female,Amber Rochefort,Los Angeles,California,United States,North America,1979-11-03
10070061,1777880,Female,Holly Hunter,New York,New York,United States,North America,1954-07-16
10070071,385643,Male,Michael Pulido,Nanaimo,British Columbia,Canada,North America,1940-03-12
10070072,385643,Male,Michael Pulido,Nanaimo,British Columbia,Canada,North America,1940-03-12
10070081,321954,Male,James Todd,London,Ontario,Canada,North America,1940-06-21
10070082,321954,Male,James Todd,London,Ontario,Canada,North America,1940-06-21
10070083,321954,Male,James Todd,London,Ontario,Canada,North America,1940-06-21
10080001,250990,Male,Dan Grainger,Sudbury,Ontario,Canada,North America,1947-08-23
10080002,250990,Male,Dan Grainger,Sudbury,Ontario,Canada,North America,1947-08-23
10080004,250990,Male,Dan Grainger,Sudbury,Ontario,Canada,North America,1947-08-23
10080011,844474,Male,Wisse Prinsen,Bergeijk,Noord-Brabant,Netherlands,Europe,1954-11-19
10080012,844474,Male,Wisse Prinsen,Bergeijk,Noord-Brabant,Netherlands,Europe,1954-11-19
10080021,311493,Female,Blanca Benjamin,Strathmore,Alberta,Canada,North America,1948-06-13
10080022,311493,Female,Blanca Benjamin,Strathmore,Alberta,Canada,North America,1948-06-13
10080023,311493,Female,Blanca Benjamin,Strathmore,Alberta,Canada,North America,1948-06-13
10080024,311493,Female,Blanca Benjamin,Strathmore,Alberta,Canada,North America,1948-06-13
10080025,311493,Female,Blanca Benjamin,Strathmore,Alberta,Canada,North America,1948-06-13
10080026,311493,Female,Blanca Benjamin,Strathmore,Alberta,Canada,North America,1948-06-13
10080027,311493,Female,Blanca Benjamin,Strathmore,Alberta,Canada,North America,1948-06-13
10080041,986188,Female,Naomi May,ACHAGLASS,Argyllshire,United Kingdom,Europe,1966-08-13
10080042,986188,Female,Naomi May,ACHAGLASS,Argyllshire,United Kingdom,Europe,1966-08-13
10080051,1589387,Female,Pamela Brown,Northglenn,Colorado,United States,North America,1966-07-30
10080061,595271,Female,Vanessa Kruger,Putzbrunn,Freistaat Bayern,Germany,Europe,1961-05-04
10080062,595271,Female,Vanessa Kruger,Putzbrunn,Freistaat Bayern,Germany,Europe,1961-05-04
10080071,1981433,Female,Jorja Ferrier,Brookville,Indiana,United States,North America,1992-02-02
10080081,1486156,Male,Melvin Duckett,Breckenridge,Colorado,United States,North America,1972-07-03
10080082,1486156,Male,Melvin Duckett,Breckenridge,Colorado,United States,North America,1972-07-03
10080091,1728306,Male,Eric Coleman,Laingsburg,Michigan,United States,North America,1951-08-16
10080092,1728306,Male,Eric Coleman,Laingsburg,Michigan,United States,North America,1951-08-16
10080093,1728306,Male,Eric Coleman,Laingsburg,Michigan,United States,North America,1951-08-16
10080094,1728306,Male,Eric Coleman,Laingsburg,Michigan,United States,North America,1951-08-16
10080095,1728306,Male,Eric Coleman,Laingsburg,Michigan,United States,North America,1951-08-16
10080096,1728306,Male,Eric Coleman,Laingsburg,Michigan,United States,North America,1951-08-16
10080097,1728306,Male,Eric Coleman,Laingsburg,Michigan,United States,North America,1951-08-16
10080101,1661735,Male,William Hayes,Bridgeview,Illinois,United States,North America,1950-10-31
10080102,1661735,Male,William Hayes,Bridgeview,Illinois,United States,North America,1950-10-31
10080103,1661735,Male,William Hayes,Bridgeview,Illinois,United States,North America,1950-10-31
10080104,1661735,Male,William Hayes,Bridgeview,Illinois,United States,North America,1950-10-31
10080121,1145581,Female,Imogen Johnston,WATERSIDE,Aberdeenshire,United Kingdom,Europe,1960-06-07
10080131,1959938,Male,Anthony Nangle,Chickasha,Oklahoma,United States,North America,1969-12-07
10090001,1898949,Male,Robert Padula,Phoenix,Arizona,United States,North America,1998-11-13
10090002,1898949,Male,Robert Padula,Phoenix,Arizona,United States,North America,1998-11-13
10090003,1898949,Male,Robert Padula,Phoenix,Arizona,United States,North America,1998-11-13
10090004,1898949,Male,Robert Padula,Phoenix,Arizona,United States,North America,1998-11-13
10090011,1813480,Male,Steven Prado,Grand Island,Nebraska,United States,North America,1958-03-29
10090012,1813480,Male,Steven Prado,Grand Island,Nebraska,United States,North America,1958-03-29
10090013,1813480,Male,Steven Prado,Grand Island,Nebraska,United States,North America,1958-03-29
10090014,1813480,Male,Steven Prado,Grand Island,Nebraska,United States,North America,1958-03-29
10090021,186136,Male,Gabriel Blakey,UPPER BLESSINGTON,Tasmania,Australia,Australia,1965-01-12
10090022,186136,Male,Gabriel Blakey,UPPER BLESSINGTON,Tasmania,Australia,Australia,1965-01-12
10090031,412039,Female,Sara Foerster,Osann-Monzel,Rheinland-Pfalz,Germany,Europe,1942-11-20
10090041,1696726,Male,Edwin Loyd,Phoenix,Arizona,United States,North America,1965-03-21
10090051,125391,Male,Adam Fornachon,TERRIGAL,New South Wales,Australia,Australia,1989-10-13
10090052,125391,Male,Adam Fornachon,TERRIGAL,New South Wales,Australia,Australia,1989-10-13
10090053,125391,Male,Adam Fornachon,TERRIGAL,New South Wales,Australia,Australia,1989-10-13
10090061,590960,Male,Stephan Bohm,Dillingen,Freistaat Thüringen,Germany,Europe,1959-08-06
10090071,1785720,Male,James Pate,Portland,Oregon,United States,North America,1986-10-22
10090072,1785720,Male,James Pate,Portland,Oregon,United States,North America,1986-10-22
10090073,1785720,Male,James Pate,Portland,Oregon,United States,North America,1986-10-22
10090074,1785720,Male,James Pate,Portland,Oregon,United States,North America,1986-10-22
10090081,1441326,Male,Jose Bell,El Paso,Texas,United States,North America,2000-06-06
10090082,1441326,Male,Jose Bell,El Paso,Texas,United States,North America,2000-06-06
10090083,1441326,Male,Jose Bell,El Paso,Texas,United States,North America,2000-06-06
10090101,158951,Female,Tahlia Wunderlich,WARRABKOOK,Victoria,Australia,Australia,1997-09-28
10090102,158951,Female,Tahlia Wunderlich,WARRABKOOK,Victoria,Australia,Australia,1997-09-28
10090111,1785720,Male,James Pate,Portland,Oregon,United States,North America,1986-10-22
10090112,1785720,Male,James Pate,Portland,Oregon,United States,North America,1986-10-22
10090131,1987493,Male,Charles Bayerl,Holden,Missouri,United States,North America,1950-07-05
10090132,1987493,Male,Charles Bayerl,Holden,Missouri,United States,North America,1950-07-05
10090141,729368,Male,Cassio Manfrin,Armo,Imperia,Italy,Europe,1959-02-15
10090142,729368,Male,Cassio Manfrin,Armo,Imperia,Italy,Europe,1959-02-15
10090143,729368,Male,Cassio Manfrin,Armo,Imperia,Italy,Europe,1959-02-15
10090144,729368,Male,Cassio Manfrin,Armo,Imperia,Italy,Europe,1959-02-15
10100001,1952261,Female,Maurelle Lajoie,Scranton,Pennsylvania,United States,North America,1961-02-01
10100002,1952261,Female,Maurelle Lajoie,Scranton,Pennsylvania,United States,North America,1961-02-01
10100003,1952261,Female,Maurelle Lajoie,Scranton,Pennsylvania,United States,North America,1961-02-01
10100011,571622,Male,Sven Schulze,Birkenwerder,Brandenburg,Germany,Europe,1986-02-08
10100012,571622,Male,Sven Schulze,Birkenwerder,Brandenburg,Germany,Europe,1986-02-08
10100013,571622,Male,Sven Schulze,Birkenwerder,Brandenburg,Germany,Europe,1986-02-08
10100014,571622,Male,Sven Schulze,Birkenwerder,Brandenburg,Germany,Europe,1986-02-08
10100031,176800,Female,Hayley Kintore,TABULAM,New South Wales,Australia,Australia,1941-05-02
10100032,176800,Female,Hayley Kintore,TABULAM,New South Wales,Australia,Australia,1941-05-02
10100033,176800,Female,Hayley Kintore,TABULAM,New South Wales,Australia,Australia,1941-05-02
10100034,176800,Female,Hayley Kintore,TABULAM,New South Wales,Australia,Australia,1941-05-02
10100035,176800,Female,Hayley Kintore,TABULAM,New South Wales,Australia,Australia,1941-05-02
10100041,930705,Female,Elizabeth Butler,SHAMBELLIE,Dumfriesshire,United Kingdom,Europe,1999-03-30
10100051,1230421,Female,Alicia Pennell,Hattiesburg,Mississippi,United States,North America,1977-10-24
10100052,1230421,Female,Alicia Pennell,Hattiesburg,Mississippi,United States,North America,1977-10-24
10100053,1230421,Female,Alicia Pennell,Hattiesburg,Mississippi,United States,North America,1977-10-24
10100061,1361958,Male,Darrell Carpentier,Atlanta,Georgia,United States,North America,1951-12-25
10100062,1361958,Male,Darrell Carpentier,Atlanta,Georgia,United States,North America,1951-12-25
10100071,1506511,Male,James Mehl,Salt Lake City,Utah,United States,North America,1969-04-12
10100072,1506511,Male,James Mehl,Salt Lake City,Utah,United States,North America,1969-04-12
10100081,1223141,Female,Florence Coles,Jackson,Mississippi,United States,North America,1985-11-22
10100082,1223141,Female,Florence Coles,Jackson,Mississippi,United States,North America,1985-11-22
10100091,1562994,Male,Dennis Wilson,California,California,United States,North America,1947-01-23
10110001,736718,Female,Ornella Bellucci,Marina Di Fiumefreddo Bruzio,Cosenza,Italy,Europe,1940-02-13
10110002,736718,Female,Ornella Bellucci,Marina Di Fiumefreddo Bruzio,Cosenza,Italy,Europe,1940-02-13
10110011,1108629,Female,Keira Shaw,WARBSTOW,Cornwall,United Kingdom,Europe,1972-07-23
10110012,1108629,Female,Keira Shaw,WARBSTOW,Cornwall,United Kingdom,Europe,1972-07-23
10110021,343007,Male,William Helton,Streetsville,Ontario,Canada,North America,1980-12-30
10110022,343007,Male,William Helton,Streetsville,Ontario,Canada,North America,1980-12-30
10110023,343007,Male,William Helton,Streetsville,Ontario,Canada,North America,1980-12-30
10110031,1301181,Female,Vanessa Howell,Paducah,Kentucky,United States,North America,1936-03-31
10110032,1301181,Female,Vanessa Howell,Paducah,Kentucky,United States,North America,1936-03-31
